,density,relative_humidity,Run,BurnedOut,height,width
3145,0.32,46,3145,0.013584439641864773,100,100
3146,0.32,47,3146,0.014873417721518987,100,100
3147,0.32,48,3147,0.011808576755748913,100,100
3148,0.32,49,3148,0.010638297872340425,100,100
3149,0.32,50,3149,0.01156773211567732,100,100
3150,0.32,51,3150,0.012295081967213115,100,100
3151,0.32,52,3151,0.012588271415412957,100,100
3152,0.32,53,3152,0.013265950726468731,100,100
3153,0.32,54,3153,0.013893274392169246,100,100
3154,0.32,55,3154,0.00845599749451926,100,100
3155,0.32,56,3155,0.012974683544303797,100,100
3156,0.32,57,3156,0.010249839846252402,100,100
3157,0.32,58,3157,0.012978986402966625,100,100
3158,0.32,59,3158,0.007817385866166354,100,100
3159,0.32,60,3159,0.00748829953198128,100,100
3160,0.32,61,3160,0.010471204188481676,100,100
3161,0.32,62,3161,0.01323076923076923,100,100
3162,0.32,63,3162,0.013100436681222707,100,100
3163,0.32,64,3163,0.012345679012345678,100,100
3164,0.32,65,3164,0.009034267912772585,100,100
3165,0.32,66,3165,0.01289308176100629,100,100
3166,0.32,67,3166,0.008606949314631815,100,100
3167,0.32,68,3167,0.012096774193548387,100,100
3168,0.32,69,3168,0.010393700787401575,100,100
3169,0.32,70,3169,0.011968503937007874,100,100
3170,0.32,71,3170,0.012883435582822086,100,100
3171,0.32,72,3171,0.010155506188511583,100,100
3172,0.32,73,3172,0.011194029850746268,100,100
3173,0.32,74,3173,0.0109375,100,100
3174,0.32,75,3174,0.011823273179838207,100,100
3175,0.32,76,3175,0.008127539856205065,100,100
3176,0.32,77,3176,0.011945928953159385,100,100
3177,0.32,78,3177,0.011440940012368584,100,100
3178,0.32,79,3178,0.010309278350515464,100,100
3179,0.32,80,3179,0.012547051442910916,100,100
3180,0.32,81,3180,0.009168510907366425,100,100
3181,0.32,82,3181,0.012168486739469579,100,100
3182,0.32,83,3182,0.011444478812248686,100,100
3183,0.32,84,3183,0.013676844783715014,100,100
3184,0.32,85,3184,0.013797428661022263,100,100
3185,0.32,86,3185,0.01039119804400978,100,100
3186,0.32,87,3186,0.009929532351057015,100,100
3187,0.32,88,3187,0.010021922956467273,100,100
3188,0.32,89,3188,0.009993753903810118,100,100
3189,0.32,90,3189,0.012172284644194757,100,100
3190,0.32,91,3190,0.011828644501278773,100,100
3191,0.32,92,3191,0.012566760917373547,100,100
3192,0.32,93,3192,0.011076923076923076,100,100
3193,0.32,94,3193,0.011501597444089457,100,100
3194,0.32,95,3194,0.009591584158415841,100,100
3195,0.32,96,3195,0.010081915563957152,100,100
3196,0.32,97,3196,0.0084985835694051,100,100
3197,0.32,98,3197,0.009137983551629607,100,100
3198,0.32,99,3198,0.009627329192546583,100,100
3199,0.32,100,3199,0.011508951406649617,100,100
3200,0.33,1,3200,0.015517755893763056,100,100
3201,0.33,2,3201,0.012172854534388313,100,100
3202,0.33,3,3202,0.015868077162414437,100,100
3203,0.33,4,3203,0.01715833835039133,100,100
3204,0.33,5,3204,0.017522287119581925,100,100
3205,0.33,6,3205,0.011225997045790252,100,100
3206,0.33,7,3206,0.011091127098321343,100,100
3207,0.33,8,3207,0.019013666072489603,100,100
3208,0.33,9,3208,0.014611872146118721,100,100
3209,0.33,10,3209,0.016917871424177177,100,100
3210,0.33,11,3210,0.014984709480122324,100,100
3211,0.33,12,3211,0.015079834417504436,100,100
3212,0.33,13,3212,0.015849282296650717,100,100
3213,0.33,14,3213,0.016267648864333947,100,100
3214,0.33,15,3214,0.011511663132384126,100,100
3215,0.33,16,3215,0.010113392583512106,100,100
3216,0.33,17,3216,0.01645228836374514,100,100
3217,0.33,18,3217,0.012723417146319298,100,100
3218,0.33,19,3218,0.014333638304361086,100,100
3219,0.33,20,3219,0.015527022991937893,100,100
3220,0.33,21,3220,0.015868172108635947,100,100
3221,0.33,22,3221,0.01937865272223931,100,100
3222,0.33,23,3222,0.016124216183935502,100,100
3223,0.33,24,3223,0.01370697532744441,100,100
3224,0.33,25,3224,0.015128125964803951,100,100
3225,0.33,26,3225,0.01572897761645493,100,100
3226,0.33,27,3226,0.01999375195251484,100,100
3227,0.33,28,3227,0.01689890305366143,100,100
3228,0.33,29,3228,0.010819165378670788,100,100
3229,0.33,30,3229,0.016079158936301793,100,100
3230,0.33,31,3230,0.012627781118460614,100,100
3231,0.33,32,3231,0.014375561545372867,100,100
3232,0.33,33,3232,0.010709914320685434,100,100
3233,0.33,34,3233,0.00900360144057623,100,100
3234,0.33,35,3234,0.016201620162016202,100,100
3235,0.33,36,3235,0.012912912912912912,100,100
3236,0.33,37,3236,0.010079413561392792,100,100
3237,0.33,38,3237,0.012132241431604488,100,100
3238,0.33,39,3238,0.013178057002758198,100,100
3239,0.33,40,3239,0.014020115818348064,100,100
3240,0.33,41,3240,0.01269185360094451,100,100
3241,0.33,42,3241,0.015393902807123452,100,100
3242,0.33,43,3242,0.015237526142814461,100,100
3243,0.33,44,3243,0.014264036418816389,100,100
3244,0.33,45,3244,0.012316010814058276,100,100
3245,0.33,46,3245,0.010419767788032152,100,100
3246,0.33,47,3246,0.011797578391803787,100,100
3247,0.33,48,3247,0.011940298507462687,100,100
3248,0.33,49,3248,0.01301775147928994,100,100
3249,0.33,50,3249,0.016867469879518072,100,100
3250,0.33,51,3250,0.01424589656240322,100,100
3251,0.33,52,3251,0.014084507042253521,100,100
3252,0.33,53,3252,0.008983890954151178,100,100
3253,0.33,54,3253,0.0087527352297593,100,100
3254,0.33,55,3254,0.012202562538133009,100,100
3255,0.33,56,3255,0.011188388267311764,100,100
3256,0.33,57,3256,0.014397120575884824,100,100
3257,0.33,58,3257,0.01406764441783897,100,100
3258,0.33,59,3258,0.014314928425357873,100,100
3259,0.33,60,3259,0.01201108715737604,100,100
3260,0.33,61,3260,0.008586323213738117,100,100
3261,0.33,62,3261,0.012769838856795378,100,100
3262,0.33,63,3262,0.005973715651135006,100,100
3263,0.33,64,3263,0.011390887290167866,100,100
3264,0.33,65,3264,0.012488577520560463,100,100
3265,0.33,66,3265,0.011297709923664122,100,100
3266,0.33,67,3266,0.010618932038834952,100,100
3267,0.33,68,3267,0.010779180782260549,100,100
3268,0.33,69,3268,0.011673151750972763,100,100
3269,0.33,70,3269,0.011262596324836989,100,100
3270,0.33,71,3270,0.00672988681553992,100,100
3271,0.33,72,3271,0.010085574572127139,100,100
3272,0.33,73,3272,0.011091127098321343,100,100
3273,0.33,74,3273,0.009379727685325264,100,100
3274,0.33,75,3274,0.011176653213287799,100,100
3275,0.33,76,3275,0.009419629292008508,100,100
3276,0.33,77,3276,0.008355714712026261,100,100
3277,0.33,78,3277,0.010635065329687025,100,100
3278,0.33,79,3278,0.011750527267249171,100,100
3279,0.33,80,3279,0.012375490492001207,100,100
3280,0.33,81,3280,0.010395010395010396,100,100
3281,0.33,82,3281,0.00921942224953903,100,100
3282,0.33,83,3282,0.008742839915586373,100,100
3283,0.33,84,3283,0.01032493167324628,100,100
3284,0.33,85,3284,0.012582384661473937,100,100
3285,0.33,86,3285,0.01138811942136042,100,100
3286,0.33,87,3286,0.010309278350515464,100,100
3287,0.33,88,3287,0.011968880909634948,100,100
3288,0.33,89,3288,0.010845986984815618,100,100
3289,0.33,90,3289,0.009624340266997827,100,100
3290,0.33,91,3290,0.007676409802184824,100,100
3291,0.33,92,3291,0.01121844811467747,100,100
3292,0.33,93,3292,0.008987417615338526,100,100
3293,0.33,94,3293,0.010704727921498661,100,100
3294,0.33,95,3294,0.011360239162929745,100,100
3295,0.33,96,3295,0.010752688172043012,100,100
3296,0.33,97,3296,0.009753124047546479,100,100
3297,0.33,98,3297,0.010138248847926268,100,100
3298,0.33,99,3298,0.009231685527099465,100,100
3299,0.33,100,3299,0.009880239520958085,100,100
3300,0.34,1,3300,0.015602001766264351,100,100
3301,0.34,2,3301,0.010979228486646885,100,100
3302,0.34,3,3302,0.01592069690597777,100,100
3303,0.34,4,3303,0.01658905704307334,100,100
3304,0.34,5,3304,0.015858767205266307,100,100
3305,0.34,6,3305,0.02109328579916815,100,100
3306,0.34,7,3306,0.013075780089153046,100,100
3307,0.34,8,3307,0.017665797856936,100,100
3308,0.34,9,3308,0.021358647285671908,100,100
3309,0.34,10,3309,0.01301775147928994,100,100
3310,0.34,11,3310,0.011830819284235433,100,100
3311,0.34,12,3311,0.014631233203941475,100,100
3312,0.34,13,3312,0.013430656934306569,100,100
3313,0.34,14,3313,0.016819571865443424,100,100
3314,0.34,15,3314,0.017313432835820895,100,100
3315,0.34,16,3315,0.011196228638774307,100,100
3316,0.34,17,3316,0.012695600826690287,100,100
3317,0.34,18,3317,0.01145374449339207,100,100
3318,0.34,19,3318,0.014977973568281937,100,100
3319,0.34,20,3319,0.016301126259632485,100,100
3320,0.34,21,3320,0.01289742051589682,100,100
3321,0.34,22,3321,0.011816838995568686,100,100
3322,0.34,23,3322,0.018518518518518517,100,100
3323,0.34,24,3323,0.011856564488143435,100,100
3324,0.34,25,3324,0.014964788732394365,100,100
3325,0.34,26,3325,0.01311866428145498,100,100
3326,0.34,27,3326,0.013464991023339317,100,100
3327,0.34,28,3327,0.012801862089031132,100,100
3328,0.34,29,3328,0.011883541295306001,100,100
3329,0.34,30,3329,0.013045944412932501,100,100
3330,0.34,31,3330,0.015264890751272074,100,100
3331,0.34,32,3331,0.013965667733488507,100,100
3332,0.34,33,3332,0.00996483001172333,100,100
3333,0.34,34,3333,0.011450381679389313,100,100
3334,0.34,35,3334,0.011590843233845263,100,100
3335,0.34,36,3335,0.00844496214327315,100,100
3336,0.34,37,3336,0.018545775684427435,100,100
3337,0.34,38,3337,0.01262477980035232,100,100
3338,0.34,39,3338,0.011865915158706615,100,100
3339,0.34,40,3339,0.01279441698168072,100,100
3340,0.34,41,3340,0.014289880431612716,100,100
3341,0.34,42,3341,0.011194029850746268,100,100
3342,0.34,43,3342,0.01034890597279716,100,100
3343,0.34,44,3343,0.012338425381903642,100,100
3344,0.34,45,3344,0.013872832369942197,100,100
3345,0.34,46,3345,0.013641755634638196,100,100
3346,0.34,47,3346,0.01410105757931845,100,100
3347,0.34,48,3347,0.01102502979737783,100,100
3348,0.34,49,3348,0.012563565659587198,100,100
3349,0.34,50,3349,0.015059368664929048,100,100
3350,0.34,51,3350,0.012379227053140096,100,100
3351,0.34,52,3351,0.00960978450786255,100,100
3352,0.34,53,3352,0.01417004048582996,100,100
3353,0.34,54,3353,0.011343804537521814,100,100
3354,0.34,55,3354,0.011732851985559567,100,100
3355,0.34,56,3355,0.01468471062482004,100,100
3356,0.34,57,3356,0.012903225806451613,100,100
3357,0.34,58,3357,0.015115589804386485,100,100
3358,0.34,59,3358,0.014801657785671996,100,100
3359,0.34,60,3359,0.013062409288824383,100,100
3360,0.34,61,3360,0.009215219976218787,100,100
3361,0.34,62,3361,0.009918319719953326,100,100
3362,0.34,63,3362,0.011150234741784037,100,100
3363,0.34,64,3363,0.01236056677720832,100,100
3364,0.34,65,3364,0.012069473064468648,100,100
3365,0.34,66,3365,0.010044313146233382,100,100
3366,0.34,67,3366,0.013847967000589274,100,100
3367,0.34,68,3367,0.00877963125548727,100,100
3368,0.34,69,3368,0.013599537037037037,100,100
3369,0.34,70,3369,0.014006419608987453,100,100
3370,0.34,71,3370,0.01456752655538695,100,100
3371,0.34,72,3371,0.009331727874774232,100,100
3372,0.34,73,3372,0.011209439528023599,100,100
3373,0.34,74,3373,0.009663250366032211,100,100
3374,0.34,75,3374,0.013670133729569094,100,100
3375,0.34,76,3375,0.01066350710900474,100,100
3376,0.34,77,3376,0.01251778093883357,100,100
3377,0.34,78,3377,0.00953757225433526,100,100
3378,0.34,79,3378,0.011339898537749925,100,100
3379,0.34,80,3379,0.010431758910460736,100,100
3380,0.34,81,3380,0.009198813056379823,100,100
3381,0.34,82,3381,0.007938841517200824,100,100
3382,0.34,83,3382,0.008802816901408451,100,100
3383,0.34,84,3383,0.009938614440222157,100,100
3384,0.34,85,3384,0.007908611599297012,100,100
3385,0.34,86,3385,0.009001161440185831,100,100
3386,0.34,87,3386,0.00975177304964539,100,100
3387,0.34,88,3387,0.008610792192881744,100,100
3388,0.34,89,3388,0.01159334126040428,100,100
3389,0.34,90,3389,0.01011853136744724,100,100
3390,0.34,91,3390,0.008431195423065342,100,100
3391,0.34,92,3391,0.01078490113840623,100,100
3392,0.34,93,3392,0.011052937754508435,100,100
3393,0.34,94,3393,0.010603829160530192,100,100
3394,0.34,95,3394,0.011951000896325068,100,100
3395,0.34,96,3395,0.009123013537374927,100,100
3396,0.34,97,3396,0.008320950965824666,100,100
3397,0.34,98,3397,0.010569583088667059,100,100
3398,0.34,99,3398,0.011521418020679469,100,100
3399,0.34,100,3399,0.009700176366843033,100,100
3400,0.35000000000000003,1,3400,0.016709147550269046,100,100
3401,0.35000000000000003,2,3401,0.014583929082070346,100,100
3402,0.35000000000000003,3,3402,0.014100719424460431,100,100
3403,0.35000000000000003,4,3403,0.015260581629714944,100,100
3404,0.35000000000000003,5,3404,0.013769363166953529,100,100
3405,0.35000000000000003,6,3405,0.015410479125805548,100,100
3406,0.35000000000000003,7,3406,0.017158931082981718,100,100
3407,0.35000000000000003,8,3407,0.01621778163915436,100,100
3408,0.35000000000000003,9,3408,0.014793741109530583,100,100
3409,0.35000000000000003,10,3409,0.016723356009070295,100,100
3410,0.35000000000000003,11,3410,0.01366742596810934,100,100
3411,0.35000000000000003,12,3411,0.01315413211323992,100,100
3412,0.35000000000000003,13,3412,0.014451686030036838,100,100
3413,0.35000000000000003,14,3413,0.01823793490460157,100,100
3414,0.35000000000000003,15,3414,0.017163759144625774,100,100
3415,0.35000000000000003,16,3415,0.015450643776824034,100,100
3416,0.35000000000000003,17,3416,0.016170212765957447,100,100
3417,0.35000000000000003,18,3417,0.019275028768699656,100,100
3418,0.35000000000000003,19,3418,0.013455482393358144,100,100
3419,0.35000000000000003,20,3419,0.015406976744186047,100,100
3420,0.35000000000000003,21,3420,0.013992004568817818,100,100
3421,0.35000000000000003,22,3421,0.013686911890504704,100,100
3422,0.35000000000000003,23,3422,0.013690975132718636,100,100
3423,0.35000000000000003,24,3423,0.014689265536723164,100,100
3424,0.35000000000000003,25,3424,0.011594202898550725,100,100
3425,0.35000000000000003,26,3425,0.014216661927779357,100,100
3426,0.35000000000000003,27,3426,0.011235955056179775,100,100
3427,0.35000000000000003,28,3427,0.010364145658263305,100,100
3428,0.35000000000000003,29,3428,0.012846715328467153,100,100
3429,0.35000000000000003,30,3429,0.016579406631762654,100,100
3430,0.35000000000000003,31,3430,0.017431725740848343,100,100
3431,0.35000000000000003,32,3431,0.012838403572425341,100,100
3432,0.35000000000000003,33,3432,0.010580497569345154,100,100
3433,0.35000000000000003,34,3433,0.018322359003721728,100,100
3434,0.35000000000000003,35,3434,0.013741769252791297,100,100
3435,0.35000000000000003,36,3435,0.013057053647459552,100,100
3436,0.35000000000000003,37,3436,0.013195639701663799,100,100
3437,0.35000000000000003,38,3437,0.010872595483691107,100,100
3438,0.35000000000000003,39,3438,0.0084530853761623,100,100
3439,0.35000000000000003,40,3439,0.01444669170759896,100,100
3440,0.35000000000000003,41,3440,0.01295045045045045,100,100
3441,0.35000000000000003,42,3441,0.012454005094820267,100,100
3442,0.35000000000000003,43,3442,0.009042102288782142,100,100
3443,0.35000000000000003,44,3443,0.0125,100,100
3444,0.35000000000000003,45,3444,0.011648223645894,100,100
3445,0.35000000000000003,46,3445,0.012856344326439352,100,100
3446,0.35000000000000003,47,3446,0.014365288771621226,100,100
3447,0.35000000000000003,48,3447,0.01101072840203275,100,100
3448,0.35000000000000003,49,3448,0.013726635514018691,100,100
3449,0.35000000000000003,50,3449,0.01610624470189319,100,100
3450,0.35000000000000003,51,3450,0.011289867344058707,100,100
3451,0.35000000000000003,52,3451,0.009812167087188113,100,100
3452,0.35000000000000003,53,3452,0.012013729977116704,100,100
3453,0.35000000000000003,54,3453,0.010384507437552624,100,100
3454,0.35000000000000003,55,3454,0.012702078521939953,100,100
3455,0.35000000000000003,56,3455,0.01250355214549588,100,100
3456,0.35000000000000003,57,3456,0.013020096235493914,100,100
3457,0.35000000000000003,58,3457,0.013028372900984365,100,100
3458,0.35000000000000003,59,3458,0.01224373576309795,100,100
3459,0.35000000000000003,60,3459,0.013872832369942197,100,100
3460,0.35000000000000003,61,3460,0.012445730824891461,100,100
3461,0.35000000000000003,62,3461,0.011754827875734676,100,100
3462,0.35000000000000003,63,3462,0.013733183856502242,100,100
3463,0.35000000000000003,64,3463,0.011328235627301049,100,100
3464,0.35000000000000003,65,3464,0.014714204867006225,100,100
3465,0.35000000000000003,66,3465,0.012990762124711317,100,100
3466,0.35000000000000003,67,3466,0.013536866359447005,100,100
3467,0.35000000000000003,68,3467,0.012205506670451319,100,100
3468,0.35000000000000003,69,3468,0.010244735344336939,100,100
3469,0.35000000000000003,70,3469,0.010115200899128969,100,100
3470,0.35000000000000003,71,3470,0.012381226605240426,100,100
3471,0.35000000000000003,72,3471,0.01093969144460028,100,100
3472,0.35000000000000003,73,3472,0.013271783035199077,100,100
3473,0.35000000000000003,74,3473,0.010589582140812822,100,100
3474,0.35000000000000003,75,3474,0.009122006841505131,100,100
3475,0.35000000000000003,76,3475,0.01291409320606401,100,100
3476,0.35000000000000003,77,3476,0.01282051282051282,100,100
3477,0.35000000000000003,78,3477,0.010425471963933503,100,100
3478,0.35000000000000003,79,3478,0.011245431543435479,100,100
3479,0.35000000000000003,80,3479,0.008757062146892656,100,100
3480,0.35000000000000003,81,3480,0.01052939455981281,100,100
3481,0.35000000000000003,82,3481,0.012402653591000866,100,100
3482,0.35000000000000003,83,3482,0.011935208866155157,100,100
3483,0.35000000000000003,84,3483,0.013267955004326508,100,100
3484,0.35000000000000003,85,3484,0.010077742585660812,100,100
3485,0.35000000000000003,86,3485,0.01312482546774644,100,100
3486,0.35000000000000003,87,3486,0.012023460410557185,100,100
3487,0.35000000000000003,88,3487,0.012020606754436176,100,100
3488,0.35000000000000003,89,3488,0.01097972972972973,100,100
3489,0.35000000000000003,90,3489,0.010416666666666666,100,100
3490,0.35000000000000003,91,3490,0.010882016036655211,100,100
3491,0.35000000000000003,92,3491,0.01296456352636128,100,100
3492,0.35000000000000003,93,3492,0.009742120343839542,100,100
3493,0.35000000000000003,94,3493,0.010303536619326092,100,100
3494,0.35000000000000003,95,3494,0.009078014184397163,100,100
3495,0.35000000000000003,96,3495,0.009388335704125178,100,100
3496,0.35000000000000003,97,3496,0.010835471913316224,100,100
3497,0.35000000000000003,98,3497,0.009070294784580499,100,100
3498,0.35000000000000003,99,3498,0.007110352673492605,100,100
3499,0.35000000000000003,100,3499,0.011587485515643106,100,100
3500,0.36,1,3500,0.01474758933635848,100,100
3501,0.36,2,3501,0.015663643858202802,100,100
3502,0.36,3,3502,0.013620266957232362,100,100
3503,0.36,4,3503,0.016601012943162633,100,100
3504,0.36,5,3504,0.01685866816521495,100,100
3505,0.36,6,3505,0.018678938819707634,100,100
3506,0.36,7,3506,0.019818799546998868,100,100
3507,0.36,8,3507,0.019382022471910114,100,100
3508,0.36,9,3508,0.014517029592406477,100,100
3509,0.36,10,3509,0.011847672778561354,100,100
3510,0.36,11,3510,0.01775471182736957,100,100
3511,0.36,12,3511,0.016648168701442843,100,100
3512,0.36,13,3512,0.016428763802854834,100,100
3513,0.36,14,3513,0.012147984538928768,100,100
3514,0.36,15,3514,0.012841987716359575,100,100
3515,0.36,16,3515,0.01506276150627615,100,100
3516,0.36,17,3516,0.01397819401733296,100,100
3517,0.36,18,3517,0.016342631727247113,100,100
3518,0.36,19,3518,0.010869565217391304,100,100
3519,0.36,20,3519,0.013603553581343698,100,100
3520,0.36,21,3520,0.01846747519294377,100,100
3521,0.36,22,3521,0.019436079934300576,100,100
3522,0.36,23,3522,0.014301133297355639,100,100
3523,0.36,24,3523,0.014368610113290964,100,100
3524,0.36,25,3524,0.01753409407180629,100,100
3525,0.36,26,3525,0.011917960088691795,100,100
3526,0.36,27,3526,0.014001680201624195,100,100
3527,0.36,28,3527,0.015988779803646564,100,100
3528,0.36,29,3528,0.014092290688035369,100,100
3529,0.36,30,3529,0.014912774338773213,100,100
3530,0.36,31,3530,0.01379690949227373,100,100
3531,0.36,32,3531,0.011160714285714286,100,100
3532,0.36,33,3532,0.015294771968854282,100,100
3533,0.36,34,3533,0.014190317195325543,100,100
3534,0.36,35,3534,0.013612850530901171,100,100
3535,0.36,36,3535,0.011431837667905115,100,100
3536,0.36,37,3536,0.017294281729428172,100,100
3537,0.36,38,3537,0.010390339792193204,100,100
3538,0.36,39,3538,0.018197088465845463,100,100
3539,0.36,40,3539,0.012078651685393259,100,100
3540,0.36,41,3540,0.013154288846259249,100,100
3541,0.36,42,3541,0.017419706042460535,100,100
3542,0.36,43,3542,0.01133849557522124,100,100
3543,0.36,44,3543,0.012151339409003039,100,100
3544,0.36,45,3544,0.010475651189127973,100,100
3545,0.36,46,3545,0.0145413870246085,100,100
3546,0.36,47,3546,0.014714047751249307,100,100
3547,0.36,48,3547,0.012883771929824562,100,100
3548,0.36,49,3548,0.008826879271070615,100,100
3549,0.36,50,3549,0.012167515563101302,100,100
3550,0.36,51,3550,0.012866137421297564,100,100
3551,0.36,52,3551,0.012661712083677402,100,100
3552,0.36,53,3552,0.012195121951219513,100,100
3553,0.36,54,3553,0.012084592145015106,100,100
3554,0.36,55,3554,0.009749303621169917,100,100
3555,0.36,56,3555,0.012011173184357541,100,100
3556,0.36,57,3556,0.01254180602006689,100,100
3557,0.36,58,3557,0.012745912995289554,100,100
3558,0.36,59,3558,0.0106951871657754,100,100
3559,0.36,60,3559,0.011235955056179775,100,100
3560,0.36,61,3560,0.013966480446927373,100,100
3561,0.36,62,3561,0.014689578713968959,100,100
3562,0.36,63,3562,0.012513904338153505,100,100
3563,0.36,64,3563,0.011705685618729096,100,100
3564,0.36,65,3564,0.011885019347705915,100,100
3565,0.36,66,3565,0.010661563696008748,100,100
3566,0.36,67,3566,0.012979839823253245,100,100
3567,0.36,68,3567,0.01498868778280543,100,100
3568,0.36,69,3568,0.014325068870523415,100,100
3569,0.36,70,3569,0.010129431626336522,100,100
3570,0.36,71,3570,0.011790512750205649,100,100
3571,0.36,72,3571,0.016142499304202616,100,100
3572,0.36,73,3572,0.012640835394339104,100,100
3573,0.36,74,3573,0.010129431626336522,100,100
3574,0.36,75,3574,0.010101010101010102,100,100
3575,0.36,76,3575,0.01381449111925571,100,100
3576,0.36,77,3576,0.011741682974559686,100,100
3577,0.36,78,3577,0.011702424073558095,100,100
3578,0.36,79,3578,0.012434374136501796,100,100
3579,0.36,80,3579,0.01176792556102901,100,100
3580,0.36,81,3580,0.009629000283205891,100,100
3581,0.36,82,3581,0.011004126547455296,100,100
3582,0.36,83,3582,0.010803324099722992,100,100
3583,0.36,84,3583,0.00997506234413965,100,100
3584,0.36,85,3584,0.011589403973509934,100,100
3585,0.36,86,3585,0.010647240123283833,100,100
3586,0.36,87,3586,0.009073412152873246,100,100
3587,0.36,88,3587,0.008946044171093095,100,100
3588,0.36,89,3588,0.009765625,100,100
3589,0.36,90,3589,0.010238907849829351,100,100
3590,0.36,91,3590,0.009609949123798756,100,100
3591,0.36,92,3591,0.010543840177580466,100,100
3592,0.36,93,3592,0.010399100618324901,100,100
3593,0.36,94,3593,0.010635320458998041,100,100
3594,0.36,95,3594,0.010008340283569641,100,100
3595,0.36,96,3595,0.009708737864077669,100,100
3596,0.36,97,3596,0.011725293132328308,100,100
3597,0.36,98,3597,0.01133849557522124,100,100
3598,0.36,99,3598,0.009607233681831025,100,100
3599,0.36,100,3599,0.008570638650815593,100,100
3600,0.37,1,3600,0.01654013015184382,100,100
3601,0.37,2,3601,0.018744906275468622,100,100
3602,0.37,3,3602,0.014378730330982095,100,100
3603,0.37,4,3603,0.014115092290988056,100,100
3604,0.37,5,3604,0.012546716497597437,100,100
3605,0.37,6,3605,0.017948031074203053,100,100
3606,0.37,7,3606,0.012786361214704315,100,100
3607,0.37,8,3607,0.018054432767448128,100,100
3608,0.37,9,3608,0.014016172506738544,100,100
3609,0.37,10,3609,0.014095744680851063,100,100
3610,0.37,11,3610,0.014378730330982095,100,100
3611,0.37,12,3611,0.01965006729475101,100,100
3612,0.37,13,3612,0.012460233297985153,100,100
3613,0.37,14,3613,0.010422380691168404,100,100
3614,0.37,15,3614,0.016747703943814155,100,100
3615,0.37,16,3615,0.01725554642563681,100,100
3616,0.37,17,3616,0.01560021152829191,100,100
3617,0.37,18,3617,0.0176,100,100
3618,0.37,19,3618,0.019815059445178335,100,100
3619,0.37,20,3619,0.014986376021798364,100,100
3620,0.37,21,3620,0.014547413793103448,100,100
3621,0.37,22,3621,0.013234515616728428,100,100
3622,0.37,23,3622,0.012917719741645605,100,100
3623,0.37,24,3623,0.019042581327691085,100,100
3624,0.37,25,3624,0.014661134163208852,100,100
3625,0.37,26,3625,0.010526315789473684,100,100
3626,0.37,27,3626,0.012523822488429077,100,100
3627,0.37,28,3627,0.013731185635067335,100,100
3628,0.37,29,3628,0.011694316018493337,100,100
3629,0.37,30,3629,0.016041326808047852,100,100
3630,0.37,31,3630,0.018030513176144243,100,100
3631,0.37,32,3631,0.013657470636438131,100,100
3632,0.37,33,3632,0.015151515151515152,100,100
3633,0.37,34,3633,0.010382513661202186,100,100
3634,0.37,35,3634,0.013926084627745045,100,100
3635,0.37,36,3635,0.011739594450373533,100,100
3636,0.37,37,3636,0.012435793457691267,100,100
3637,0.37,38,3637,0.015459723352318959,100,100
3638,0.37,39,3638,0.02027027027027027,100,100
3639,0.37,40,3639,0.010828370330265295,100,100
3640,0.37,41,3640,0.012087026591458501,100,100
3641,0.37,42,3641,0.01459251101321586,100,100
3642,0.37,43,3642,0.011990407673860911,100,100
3643,0.37,44,3643,0.013271939328277357,100,100
3644,0.37,45,3644,0.014309301045679693,100,100
3645,0.37,46,3645,0.011845730027548209,100,100
3646,0.37,47,3646,0.016752229127262902,100,100
3647,0.37,48,3647,0.015285599356395816,100,100
3648,0.37,49,3648,0.011424017003188097,100,100
3649,0.37,50,3649,0.012051419389394752,100,100
3650,0.37,51,3650,0.016229375169055992,100,100
3651,0.37,52,3651,0.011531241619737195,100,100
3652,0.37,53,3652,0.011444141689373298,100,100
3653,0.37,54,3653,0.010300894551368935,100,100
3654,0.37,55,3654,0.012335526315789474,100,100
3655,0.37,56,3655,0.01214902807775378,100,100
3656,0.37,57,3656,0.010557661072008662,100,100
3657,0.37,58,3657,0.015380464112250405,100,100
3658,0.37,59,3658,0.012757871878393051,100,100
3659,0.37,60,3659,0.013976431899150453,100,100
3660,0.37,61,3660,0.013542795232936078,100,100
3661,0.37,62,3661,0.010828370330265295,100,100
3662,0.37,63,3662,0.009706190975865687,100,100
3663,0.37,64,3663,0.01601954928047787,100,100
3664,0.37,65,3664,0.0114758473445423,100,100
3665,0.37,66,3665,0.009103078982597055,100,100
3666,0.37,67,3666,0.008535609495865563,100,100
3667,0.37,68,3667,0.012936966694192129,100,100
3668,0.37,69,3668,0.011971268954509178,100,100
3669,0.37,70,3669,0.011904761904761904,100,100
3670,0.37,71,3670,0.010810810810810811,100,100
3671,0.37,72,3671,0.012733676510430777,100,100
3672,0.37,73,3672,0.009887760555852484,100,100
3673,0.37,74,3673,0.008690928843020097,100,100
3674,0.37,75,3674,0.011525795828759604,100,100
3675,0.37,76,3675,0.012319228709159078,100,100
3676,0.37,77,3676,0.012045037968054464,100,100
3677,0.37,78,3677,0.009312517118597645,100,100
3678,0.37,79,3678,0.011777595179402904,100,100
3679,0.37,80,3679,0.008572193945888026,100,100
3680,0.37,81,3680,0.012251565477811054,100,100
3681,0.37,82,3681,0.008021390374331552,100,100
3682,0.37,83,3682,0.010485651214128035,100,100
3683,0.37,84,3683,0.010675206832132373,100,100
